guid,country,country:de,country:es,country:fr,country:nb,country info,country info:de,country info:es,country info:fr,country info:nb,capital,capital:de,capital:es,capital:fr,capital:nb,capital info,capital info:de,capital info:es,capital info:fr,capital info:nb,capital hint,capital hint:de,capital hint:es,capital hint:fr,capital hint:nb,flag,flag similarity,flag similarity:de,flag similarity:es,flag similarity:fr,flag similarity:nb,map,tags
"de=9c:,@j9",Tuvalu,Tuvalu,Tuvalu,Tuvalu,Tuvalu,,,,,,Funafuti,Funafuti,Funafuti,Funafuti,Vaiaku/Funafuti,,,,,"Vaiaku er en landsby på atollen Funafuti, som er Tuvalus hovedstad. Alle administrative bygninger ligger i Vaiaku.",,,,,,"<img src=""ug-flag-tuvalu.svg"" />",,,,,,"<img src=""ug-map-tuvalu.png"" />","UG::Oceania, UG::Sovereign_State"
kE!iKHLN_g,United States Virgin Islands,Amerikanische Jungferninseln,Islas Vírgenes de los Estados Unidos,Îles Vierges des États-Unis,De amerikanske Jomfruøyer,Unincorporated territory of the United States.,Nichtinkorporiertes US-amerikanisches Außengebiet.,Territorio no incorporado de los Estados Unidos.,Territoire non incorporé des États-Unis.,Uinnlemmet territorium i USA.,Charlotte Amalie,Charlotte Amalie,Charlotte Amalie,Charlotte-Amélie,Charlotte Amalie,,,,,,,,,,,"<img src=""ug-flag-united_states_virgin_islands.svg"" />",,,,,,"<img src=""ug-map-united_states_virgin_islands.png"" />","UG::Caribbean, UG::North_America"
d``B*6:eCx,Åland Islands,Åland,Åland,Åland,Åland,Autonomous region of Finland.,Autonome Region Finnlands. Auch Ålandinseln.,Región autónoma de Finlandia.,Province autonome de Finlande.,Selvstyrt og delimilitarisert øygruppe og landskap i Finland.,Mariehamn,Mariehamn,Mariehamn,Mariehamn,Mariehamn,,,,,,,,,,,"<img src=""ug-flag-aland_islands.svg"" />",,,,,,"<img src=""ug-map-aland_islands.png"" />",UG::Europe
p]t8:Tka7q,South Ossetia,Südossetien,Osetia del Sur,Ossétie du Sud-Alanie,Sør-Ossetia,Independent state claimed by Georgia.,"Unabhängiger Staat, von Georgien beansprucht.",Estado independiente reclamado por Georgia.,État indépendant revendiqué par la Géorgie.,Utbryterstat i Georgia.,Tskhinvali,Zchinwali,Tsjinval,Tskhinvali,Tskhinvali,,,,,,,,,,,"<img src=""ug-flag-south_ossetia.svg"" />",,,,,,"<img src=""ug-map-south_ossetia.png"" />","UG::Asia, UG::Sovereign_State"
niJUFZF$Y:,American Samoa,Amerikanisch-Samoa,Samoa Americana,Samoa américaines,Amerikansk Samoa,Unincorporated territory of the United States.,Nichtinkorporiertes US-amerikanisches Außengebiet.,Territorio no incorporado de los Estados Unidos.,Territoire non incorporé des États-Unis.,Uinnlemmet territorium i USA.,,,,,,,,,,,,,,,,,,,,,,"<img src=""ug-map-american_samoa.png"" />",UG::Oceania
p}Qa|!7PpR,Northern Mariana Islands,Nördliche Marianen,Islas Marianas del Norte,Îles Mariannes du Nord,Nord-Marianene,Unincorporated territory of the United States.,Nichtinkorporiertes US-amerikanisches Außengebiet.,Territorio no incorporado de los Estados Unidos.,Territoire non incorporé des États-Unis.,Uinnlemmet territorium i USA.,,,,,,,,,,,,,,,,,,,,,,"<img src=""ug-map-northern_mariana_islands.png"" />",UG::Oceania
uv1fGXHN@),Aruba,Aruba,Aruba,Aruba,Aruba,Constituent country of the Kingdom of the Netherlands.,Autonomes Land innerhalb des Königreichs der Niederlande.,Nación constitutiva del Reino de los Países Bajos.,État autonome du royaume des Pays-Bas.,"«Land» som sammen med Nederland, Curaçao og Sint Maarten utgjør føderasjonen Kongeriket Nederlandene.",Oranjestad,Oranjestad,Oranjestad,Oranjestad,Oranjestad,,,,,,,,,,,"<img src=""ug-flag-aruba.svg"" />",,,,,,"<img src=""ug-map-aruba.png"" />","UG::Caribbean, UG::North_America"
sRw-ik:I$v,Abkhazia,Abchasien,Abjasia,Abkhazie,Abkhasia,Independent state claimed by Georgia.,"Unabhängiger Staat, der von Georgien beansprucht wird.",Estado independiente reclamado por Georgia.,État indépendant revendiqué par la Géorgie.,Utbryterstat i Georgia.,Sukhumi,Sochumi,Sujumi,Soukhoumi,Sukhumi,,,,,,,,,,,"<img src=""ug-flag-abkhazia.svg"" />",,,,,,"<img src=""ug-map-abkhazia.png"" />","UG::Europe, UG::Sovereign_State"
bnEK#)[;qT,Sint Maarten,Sint Maarten,San Martín (Países Bajos),Saint-Martin (royaume des Pays-Bas),Sint Maarten,Constituent country of the Kingdom of the Netherlands.,Autonomes Land innerhalb des Königreichs der Niederlande.,Nación constitutiva del Reino de los Países Bajos.,État autonome du royaume des Pays-Bas.,"«Land» som sammen med Nederland, Curaçao og Aruba utgjør føderasjonen Kongeriket Nederlandene.",,,,,,,,,,,,,,,,,,,,,,"<img src=""ug-map-sint_maarten.png"" />","UG::Caribbean, UG::North_America"
ey:Q|*t!Lg,Republic of Artsakh,Republik Arzach,República de Artsaj,Haut-Karabagh,Nagorno-Karabakh,"Independent state claimed by Azerbaijan, formerly known as Nagorno-Karabakh.","Unabhängiger Staat, von Aserbaidschan beansprucht und früher bekannt als Republik Bergkarabach.","Estado independiente reclamado por Azerbaiyán, anteriormente conocido como Nargorno Karabaj.",État indépendant revendiqué par l'Azerbaidjan.,"Også kalt Artsakh. Formelt et autonomt område i Aserbajdsjan. I praksis en selvstendig, ikke internasjonalt anerkjent stat under armensk innflytelse.",Stepanakert,Stepanakert,Stepanakert,Stepanakert,Stepanakert,,,,,,,,,,,"<img src=""ug-flag-republic_of_artsakh.svg"" />",,,,,,"<img src=""ug-map-republic_of_artsakh.png"" />","UG::Asia, UG::Sovereign_State"
"c^,~EC6Pb2",Tonga,Tonga,Tonga,Tonga,Tonga,,,,,,Nukuʻalofa,Nukuʻalofa,Nukualofa,Nukuʻalofa,Nukualofa,,,,,,,,,,,"<img src=""ug-flag-tonga.svg"" />",,,,,,"<img src=""ug-map-tonga.png"" />","UG::Oceania, UG::Sovereign_State"
tMMtBUpb$&,Transnistria,Transnistrien,Transnistria,Transnistrie,Transnistria,Independent state claimed by Moldova.,"Unabhängiger Staat, von Republik Moldau (Moldawien) beansprucht.",Estado independiente reclamado por Moldavia.,État indépendant revendiqué par la Moldavie.,"Region i Moldova som er en selverklært, men ikke internasjonalt anerkjent, stat.",Tiraspol,Tiraspol,Tiráspol,Tiraspol,Tiraspol,,,,,,,,,,,"<img src=""ug-flag-transnistria.svg"" />",,,,,,"<img src=""ug-map-transnistria.png"" />","UG::Europe, UG::Sovereign_State"
jKIDq|}J&c,Sardinia,Sardinien,Cerdeña,Sardaigne,Sardinia,Autonomous region of Italy.,Autonome Region Italiens.,Región autónoma de Italia.,Région d'Italie à statut spécial.,Delvis selvstyrt region i Italia.,,,,,,,,,,,,,,,,,,,,,,"<img src=""ug-map-sardinia.png"" />",UG::Europe
dC:e5G4J/p,Kaliningrad Oblast,Oblast Kaliningrad,Óblast de Kaliningrado,Oblast de Kaliningrad,Kaliningrad oblast,Oblast (administrative region) of the Russian Federation.,Oblast (administratives Gebiet) der Russischen Föderation.,Óblast (región administrativa) de la Federación de Rusia.,Oblast (région administrative) de la fédération de Russie.,Oblast (administrativt distrikt) i Russland.,,,,,,,,,,,,,,,,,,,,,,"<img src=""ug-map-kaliningrad_oblast.png"" />",UG::Europe
u;|vR#mVMW,Martinique,Martinique,Martinica,Martinique,Martinique,Overseas department of France.,Übersee-Département Frankreichs.,Departamento de ultramar de Francia.,Département français d'outre-mer.,Fransk oversjøisk departement.,,,,,,,,,,,,,,,,,,,,,,"<img src=""ug-map-martinique.png"" />","UG::Caribbean, UG::North_America"
gDsLPj(9S#,Java,Java,Java,Java,Java,Island of Indonesia.,Insel von Indonesien.,Isla de Indonesia.,Île d'Indonésie.,Øy i Indonesia.,,,,,,,,,,,,,,,,,,,,,,"<img src=""ug-map-java.png"" />",UG::Asia
xb&P*pH(Q,Corsica,Korsika,Córcega,Corse,Korsika,Region of France.,Gebietskörperschaft Frankreichs.,Región de Francia.,Région française.,Fransk region.,,,,,,,,,,,,,,,,,,,,,,"<img src=""ug-map-corsica.png"" />",UG::Europe
Bszsaz0Iuo,European Union,Europäische Union,Unión Europea,Union européenne,Den europeiske union,,,,,,Brussels,Brüssel,Bruselas,Bruxelles,"Brussel, Strasbourg, Luxembourg","Brussels is the seat of the executive branch, but the European Union has institutions in other European cities.","Brüssel ist der Sitz der Exekutive, aber es gibt auch Institutionen der Europäischen Union in anderen europäischen Städten.","Bruselas es la capital institucional, pero hay más sedes institucionales de la Unión Europea.","Bruxelles est le siège du pouvoir exécutif, mais l'Union européenne a des institutions dans d'autres villes européennes.","Den europeiske unions institusjoner har hjemsteder i flere europeiske byer, inkludert Brussel (Europakommisjonen), Strasbourg (Europaparlamentet) og Luxembourg (Den europeiske unions domstol).",Not a sovereign country,Kein souveräner Staat,No es un país soberano,Pas une nation souveraine,,"<img src=""ug-flag-european_union.svg"" />",,,,,,"<img src=""ug-map-european_union.png"" />",UG::Europe
JOT:U4ayh@,Gulf of Mexico,Golf von Mexiko,Golfo de México,Golfe du Mexique,Mexicogolfen,,,,,,,,,,,,,,,,,,,,,,,,,,,"<img src=""ug-map-gulf_of_mexico.png"" />",UG::Oceans+Seas
G/^_##fcPN,Philippine Sea,Philippinensee,Mar de Filipinas,Mer des Philippines,Filippinerhavet,,,,,,,,,,,,,,,,,,,,,,,,,,,"<img src=""ug-map-philippine_sea.png"" />",UG::Oceans+Seas
LPF4AfaHKR,Southern Ocean,Südlicher Ozean,Océano Antártico,Océan Austral,Sørishavet,,,,,,,,,,,,,,,,,,,,,,,,,,,"<img src=""ug-map-southern_ocean-nobox.png"" />",UG::Oceans+Seas
rSneU!3}bn,Gulf of Thailand,Golf von Thailand,Golfo de Tailandia,Golfe de Thaïlande,Thailandbukta,Also known as the Gulf of Siam.,Auch Golf von Siam.,También conocido como golfo de Siam.,Aussi connu comme le golfe du Siam.,Også kalt Siambukta.,,,,,,,,,,,,,,,,,,,,,,"<img src=""ug-map-gulf_of_thailand.png"" />",UG::Oceans+Seas
cv+Nq9:a<P,Micronesia,Mikronesien,Micronesia,Micronésie,Mikronesia,Subregion of Oceania comprising thousands of small islands in the western Pacific Ocean.,Teilregion von Ozeanien bestehend über 2000 tropischen Inseln und Atollen im westlichen Pazifik.,Subregión de Oceanía compuesta por miles de islas pequeñas en la parte oeste del Océano Pacífico.,Région d'Océanie comprenant des milliers de petites îles dans l'ouest de l'océan Pacifique.,Område i det vestlige Stillehavet som inneholder tusenvis av små øyer.,,,,,,,,,,,,,,,,,,,,,,"<img src=""ug-map-micronesia.png"" />",UG::Oceania
f*2@qiHh_1,Pacific Ocean,Pazifischer Ozean,Océano Pacífico,Océan Pacifique,Stillehavet,,Auch Pazifik.,,,,,,,,,,,,,,,,,,,,,,,,,"<img src=""ug-map-pacific_ocean-nobox.png"" />",UG::Oceans+Seas
nuU8A_$i2M,Atlantic Ocean,Atlantischer Ozean,Océano Atlántico,Océan Atlantique,Atlanterhavet,,Auch Atlantik.,,,,,,,,,,,,,,,,,,,,,,,,,"<img src=""ug-map-atlantic_ocean-nobox.png"" />",UG::Oceans+Seas
fT!w8R#>dg,Indian Ocean,Indischer Ozean,Océano Índico,Océan Indien,Det indiske hav,,,,,Også kalt Indiahavet.,,,,,,,,,,,,,,,,,,,,,,"<img src=""ug-map-indian_ocean-nobox.png"" />",UG::Oceans+Seas
gG6SWfM>H0,Arctic Ocean,Arktischer Ozean,Océano Ártico,Océan Arctique,Nordishavet,,"Auch Nordpolarmeer, nördliches Eismeer, Arktische See oder Arktik.",,,,,,,,,,,,,,,,,,,,,,,,,"<img src=""ug-map-arctic_ocean-nobox.png"" />",UG::Oceans+Seas
sM0GPt1HS1,Hudson Bay,Hudson Bay,Bahía de Hudson,Baie d'Hudson,Hudsonbukta,,,,,,,,,,,,,,,,,,,,,,,,,,,"<img src=""ug-map-hudson_bay.png"" />",UG::Oceans+Seas
dlU7VG|3Gd,Labrador Sea,Labradorsee,Mar de Labrador,Mer du Labrador,Labradorsjøen,,,,,,,,,,,,,,,,,,,,,,,,,,,"<img src=""ug-map-labrador_sea.png"" />",UG::Oceans+Seas
cEO^y)Md[G,White Sea,Weißes Meer,Mar Blanco,Mer Blanche,Kvitsjøen,,Auch Weißmeer.,,,Også kalt Hvitehavet.,,,,,,,,,,,,,,,,,,,,,,"<img src=""ug-map-white_sea.png"" />",UG::Oceans+Seas
eN#^kPGv*L,Denmark Strait,Dänemarkstraße,Estrecho de Dinamarca,Détroit de Danemark,Danmarkstredet,,,,,,,,,,,,,,,,,,,,,,,,,,,"<img src=""ug-map-denmark_strait.png"" />",UG::Oceans+Seas
lp@e##m.!+,Norwegian Sea,Europäisches Nordmeer,Mar de Noruega,Mer de Norvège,Norskehavet,,Auch Norwegische See/Meer.,,,,,,,,,,,,,,,,,,,,,,,,,"<img src=""ug-map-norwegian_sea.png"" />",UG::Oceans+Seas
epvt3>HH?U,Baltic Sea,Ostsee,Mar Báltico,Mer Baltique,Østersjøen,,Auch Baltisches Meer.,,,Også kalt Det baltiske hav.,,,,,,,,,,,,,,,,,,,,,,"<img src=""ug-map-baltic_sea.png"" />",UG::Oceans+Seas
E3u*2.<9#`,Celtic Sea,Keltische See,Mar Céltico,Mer Celtique,Det keltiske hav,,,,,,,,,,,,,,,,,,,,,,,,,,,"<img src=""ug-map-celtic_sea.png"" />",UG::Oceans+Seas
q1Q3Do8S>g,English Channel,Ärmelkanal,Canal de la Mancha,Manche,Den engelske kanal,,,,,,,,,,,,,,,,,,,,,,,,,,,"<img src=""ug-map-english_channel.png"" />",UG::Oceans+Seas
yX:tmrd5;],Adriatic Sea,Adriatisches Meer,Mar Adriático,Mer Adriatique,Adriaterhavet,,,,,,,,,,,,,,,,,,,,,,,,,,,"<img src=""ug-map-adriatic_sea.png"" />",UG::Oceans+Seas
H*c[ML+`s=,Bay of Biscay,Biskaya,Golfo de Vizcaya,Golfe de Gascogne,Biscayabukta,,Auch Golf von Biskaya.,,,,,,,,,,,,,,,,,,,,,,,,,"<img src=""ug-map-bay_of_biscay.png"" />",UG::Oceans+Seas
e_;dzXj8de,Black Sea,Schwarzes Meer,Mar Negro,Mer Noire,Svartehavet,,,,,,,,,,,,,,,,,,,,,,,,,,,"<img src=""ug-map-black_sea.png"" />",UG::Oceans+Seas
iB-8Br~onq,Aegean Sea,Ägäisches Meer,Mar Egeo,Mer Égée,Egeerhavet,,Auch Ägäis.,,,,,,,,,,,,,,,,,,,,,,,,,"<img src=""ug-map-aegean_sea.png"" />",UG::Oceans+Seas
zSc]-^U=0=,Balkan Peninsula,Balkanhalbinsel,Península balcánica,Balkans,Balkan,,Auch Balkan.,,,Også kalt Balkanhalvøya.,,,,,,,,,,,,,,,,,,,,,,"<img src=""ug-map-balkan_peninsula.png"" />",UG::Europe
x2d4n4ADcP,Caspian Sea,Kaspisches Meer,Mar Caspio,Mer Caspienne,Det kaspiske hav,,Auch Kaspisee.,,,,,,,,,,,,,,,,,,,,,,,,,"<img src=""ug-map-caspian_sea.png"" />",UG::Oceans+Seas
Gn;q2Y)Xe4,Mediterranean Sea,Mittelmeer,Mar Mediterráneo,Mer Méditerranée,Middelhavet,,,,,,,,,,,,,,,,,,,,,,,,,,,"<img src=""ug-map-mediterranean_sea.png"" />",UG::Oceans+Seas
gRVZ]qJ#>O,East Siberian Sea,Ostsibirische See,Mar de Siberia Oriental,Mer de Sibérie orientale,Øst-Sibirhavet,,,,,,,,,,,,,,,,,,,,,,,,,,,"<img src=""ug-map-east_siberian_sea.png"" />",UG::Oceans+Seas
"J%,fuysl*&",Bering Strait,Beringstraße,Estrecho de Bering,Détroit de Béring,Beringstredet,,,,,,,,,,,,,,,,,,,,,,,,,,,"<img src=""ug-map-bering_strait.png"" />",UG::Oceans+Seas
r(h9&#wc~B,Arabian Sea,Arabisches Meer,Mar arábigo,Mer d'Arabie,Det arabiske hav,,,,,Også kalt Arabiahavet.,,,,,,,,,,,,,,,,,,,,,,"<img src=""ug-map-arabian_sea.png"" />",UG::Oceans+Seas
_]DH+g9!$,Red Sea,Rotes Meer,Mar Rojo,Mer Rouge,Rødehavet,,,,,,,,,,,,,,,,,,,,,,,,,,,"<img src=""ug-map-red_sea.png"" />",UG::Oceans+Seas
B:x<p&Q=t),Dead Sea,Totes Meer,Mar Muerto,Mer Morte,Dødehavet,,,,,,,,,,,,,,,,,,,,,,,,,,,"<img src=""ug-map-dead_sea.png"" />",UG::Oceans+Seas
z:*d{z(~V2,Bay of Bengal,Golf von Bengalen,Bahía de Bengala,Golfe du Bengale,Bengalbukta,,,,,,,,,,,,,,,,,,,,,,,,,,,"<img src=""ug-map-bay_of_bengal.png"" />",UG::Oceans+Seas
"d}R:qHj1,7",Sea of Japan,Japanisches Meer,Mar del Japón,Mer du Japon,Japanhavet,"A naming dispute exists between the sea's bordering countries, with South Korea notably supporting the name East Sea.","Zwischen den Anrainerstaaten des Meeres besteht ein Namensstreit, wobei Südkorea den Namen Ostmeer besonders unterstützt.","Existe una disputa sobre el nombre entre los países que lo rodean, con Corea del Sur apoyando notablemente el nombre de mar del Este.","Il y a un contentieux sur le nom de cette mer entre les pays qui l'entourent, la Corée du Sud l'appelant notamment Mer de l'Est.",,,,,,,,,,,,,,,,,,,,,,,"<img src=""ug-map-sea_of_japan.png"" />",UG::Oceans+Seas
L5M1*yG7eH,Yellow Sea,Gelbes Meer,Mar Amarillo,Mer Jaune,Gulehavet,,,,,,,,,,,,,,,,,,,,,,,,,,,"<img src=""ug-map-yellow_sea.png"" />",UG::Oceans+Seas
"s|K&2S,UP|",Coral Sea,Korallenmeer,Mar del Coral,Mer de Corail,Korallhavet,,,,,,,,,,,,,,,,,,,,,,,,,,,"<img src=""ug-map-coral_sea.png"" />",UG::Oceans+Seas
t$y1C2R-Av,South China Sea,Südchinesisches Meer,Mar de la China Meridional,Mer de Chine méridionale,Sør-Kina-havet,,,,,,,,,,,,,,,,,,,,,,,,,,,"<img src=""ug-map-south_china_sea.png"" />",UG::Oceans+Seas
eHJ?)TAdTo,Tasman Sea,Tasmansee,Mar de Tasmania,Mer de Tasman,Tasmanhavet,,,,,,,,,,,,,,,,,,,,,,,,,,,"<img src=""ug-map-tasman_sea.png"" />",UG::Oceans+Seas
pQpX%(EVOH,Gulf of Carpentaria,Golf von Carpentaria,Golfo de Carpentaria,Golfe de Carpentarie,Carpentariabukta,,,,,,,,,,,,,,,,,,,,,,,,,,,"<img src=""ug-map-gulf_of_carpentaria.png"" />",UG::Oceans+Seas
qiv/4tOlf=,Aral Sea,Aralsee,Mar de Aral,Mer d'Aral,Aralsjøen,,,,,,,,,,,,,,,,,,,,,,,,,,,"<img src=""ug-map-aral_sea.png"" />",UG::Oceans+Seas
M$bc0[jYf0,Persian Gulf,Persischer Golf,Golfo Pérsico,Golfe Persique,Persiabukta,,Auch Arabischer Golf.,,,"Også kalt Den persiske bukt, Persiagolfen, Den persiske gulf og Den arabiske bukt.",,,,,,,,,,,,,,,,,,,,,,"<img src=""ug-map-persian_gulf.png"" />",UG::Oceans+Seas
jYz[ibrr9m,Caribbean Sea,Karibisches Meer,Mar Caribe,Mer des Caraïbes,Det karibiske hav,,,,,,,,,,,,,,,,,,,,,,,,,,,"<img src=""ug-map-caribbean_sea.png"" />",UG::Oceans+Seas
SlOEXfq#|,Gulf of California,Golf von Kalifornien,Golfo de California,Golfe de Californie,Californiabukta,Also known as the Sea of Cortez.,Auch Cortés-See.,También conocido como mar de Cortés.,Aussi connu comme la mer de Cortés.,,,,,,,,,,,,,,,,,,,,,,,"<img src=""ug-map-gulf_of_california.png"" />",UG::Oceans+Seas
"d5m8%D6,;u",Polynesia,Polynesien,Polinesia,Polynésie,Polynesia,Subregion of Oceania comprising thousands of small islands in the central and southern Pacific Ocean.,Größte Inselregion Ozeaniens.,Subregión de Oceanía compuesta por miles de islas pequeñas en el centro y la parte sur del Océano Pacífico.,Région d'Océanie comprenant des milliers de petites îles dans les parties centrale et orientale de l'océan Pacifique.,Område i det sentrale og sydlige Stillehavet som inneholder tusener av små øyer.,,,,,,,,,,,,,,,,,,,,,,"<img src=""ug-map-polynesia.png"" />",UG::Oceania
o9{x<AyA]B,Melanesia,Melanesien,Melanesia,Mélanésie,Melanesia,"Subregion of Oceania, which includes the four countries of Vanuatu, the Solomon Islands, Fiji, and Papua New Guinea.","Teilregion von Ozeanien, zu der die vier Staaten Vanuatu, Salomonen, Fidschi und Papua-Neuguinea gehören.","Subregión de Oceanía que incluye los cuatro países de Vanuatu, las Islas Salomón, Fiyi y Papúa Nueva Guinea.","Région d'Océanie qui inclut quatre pays : le Vanuatu, les Îles Solomon, les Fidji, et la Papouasie Nouvelle Guinée","Område i Stillehavet. Inneholder de fire landene Vanuatu, Salomonøyene, Fiji og Papua Ny-Guinea.",,,,,,,,,,,,,,,,,,,,,,"<img src=""ug-map-melanesia.png"" />",UG::Oceania
He!e=h?_2V,Scandinavia,Skandinavien,Escandinavia,Scandinavie,Skandinavia og Norden,"Historical and cultural region in Northern Europe, which includes the countries of Denmark, Norway and Sweden, and sometimes Finland and Iceland.","Historische und kulturelle Region in Nordeuropa, die die Länder Dänemark, Norwegen und Schweden und manchmal Finnland und Island umfasst.","Región histórica y cultural del norte de la Europa Septentrional, que incluye los países de Dinamarca, Noruega y Suecia, y a veces Islandia y Finlandia.","Région historique et culturelle d'Europe du Nord constituée de trois monarchies constitutionnelles, le Danemark, la Norvège et la Suède, et parfois de façon incorrecte l'Islande et la Finlande.","Skandinavia betegner Sverige, Danmark og Norge. Norden inkluderer nabolandene Finland og Island.",,,,,,,,,,,,,,,,,,,,,,"<img src=""ug-map-scandinavia.png"" />",UG::Europe
QSq%~rFaP-,Sea of Galilee,See Genezareth,Mar de Galilea,Lac de Tibériade,Gennesaretsjøen,,,,,"Også kalt Galileasjøen, Tiberiassjøen eller Ginossarsjøen",,,,,,,,,,,,,,,,,,,,,,"<img src=""ug-map-sea_of_galilee.png"" />",UG::Oceans+Seas
ck!6;xK$/^,Sumatra,Sumatra,Sumatra,Sumatra,Sumatra,Island of Indonesia.,Indonesische Insel.,Isla de Indonesia.,Île indonésienne.,Øy i Indonesia.,,,,,,,,,,,,,,,,,,,,,,"<img src=""ug-map-sumatra.png"" />",UG::Asia
n{{o2K1:dw,Sicily,Sizilien,Sicilia,Sicile,Sicilia,Autonomous region of Italy.,Autonome Region Italiens.,Región autónoma de Italia.,Région d'Italie à statut spécial.,Delvis selvstyrt region i Italia.,,,,,,,,,,,,,,,,,,,,,,"<img src=""ug-map-sicily.png"" />",UG::Europe
xqrJ^d[.(O,Mayotte,Mayotte,Mayotte,Mayotte,Mayotte,Overseas department of France.,Übersee-Département Frankreichs.,Departamento de ultramar de Francia.,Département français d'outre-mer.,Fransk oversjøisk territorium.,,,,,,,,,,,,,,,,,,,,,,"<img src=""ug-map-mayotte.png"" />","UG::Africa, UG::East_Africa"
vrn%j%6{nu,Réunion,La Réunion,Reunión,La Réunion,Réunion,Overseas department of France.,Übersee-Département Frankreichs,Departamento de ultramar de Francia.,Département français d'outre-mer.,Fransk oversjøisk departement.,,,,,,,,,,,,,,,,,,,,,,"<img src=""ug-map-reunion.png"" />","UG::Africa, UG::East_Africa"
p#R$-mG/L,Falkland Islands,Falklandinseln,Islas Malvinas,Îles Malouines,Falklandsøyene,Overseas territory of the United Kingdom.,Britisches Überseegebiet.,Territorio de ultramar del Reino Unido.,Territoire britannique d'outre-mer.,Britisk øygruppe.,,,,,,,,,,,,,,,,,,,,,,"<img src=""ug-map-falkland_islands.png"" />",UG::South_America
oV/JG7fwZq,Europe,Europa,Europa,Europe,Europa,,,,,,,,,,,,,,,,,,,,,,,,,,,"<img src=""ug-map-europe-nobox.png"" />",UG::Continents
bD?R}i8_[c,North America,Nordamerika,América del Norte,Amérique du Nord,Nord-Amerika,,,,,,,,,,,,,,,,,,,,,,,,,,,"<img src=""ug-map-north_america-nobox.png"" />",UG::Continents
Lol+XIvY21,South America,Südamerika,América del Sur,Amérique du Sud,Sør-Amerika,,,,,,,,,,,,,,,,,,,,,,,,,,,"<img src=""ug-map-south_america-nobox.png"" />",UG::Continents
Qlib4)q2Hk,Asia,Asien,Asia,Asie,Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,"<img src=""ug-map-asia-nobox.png"" />",UG::Continents
pwwZu{7f~(,Africa,Afrika,África,Afrique,Afrika,,,,,,,,,,,,,,,,,,,,,,,,,,,"<img src=""ug-map-africa-nobox.png"" />",UG::Continents
qFuGdDx^Yv,Oceania,Ozeanien,Oceanía,Océanie,Oseania,World region covering the Australian continent and most of the islands in the Pacific Ocean.,"Weltregion, die den australischen Kontinent und die meisten Inseln im Pazifischen Ozean umfasst.",Continente que abarca la plataforma continental de Australia y la mayoría de islas del océano Pacífico.,Région du monde englobant le continent australien et la plupart des îles de l'océan Pacifique.,Verdensdel som omfatter det australske kontinentet og de fleste øyene i Stillehavet.,,,,,,,,,,,,,,,,,,,,,,"<img src=""ug-map-oceania-nobox.png"" />",UG::Continents
Cf2@;p<aL,Antarctica,Antarktis,Antártida,Antarctique,Antarktis,,,,,,,,,,,,,,,,,,,,,,,,,,,"<img src=""ug-map-antarctica-nobox.png"" />",UG::Continents
t2&ri|[Un:,Saint Martin,Saint-Martin,San Martín (Francia),Saint-Martin (Antilles françaises),Saint-Martin,Overseas territory of France.,Französisches Überseegebiet.,Territorio de ultramar de Francia.,Collectivité française d'outre-mer.,Fransk oversjøisk land.,,,,,,,,,,,,,,,,,,,,,,"<img src=""ug-map-saint_martin.png"" />","UG::Caribbean, UG::North_America"
dbP/Cj}sB+,Wallis and Futuna,Wallis und Futuna,Wallis y Futuna,Wallis-et-Futuna,Wallis og Futuna,Overseas territory of France.,Französisches Überseegebiet.,Territorio de ultramar de Francia.,Collectivité française d'outre-mer.,Fransk oversjøisk land.,,,,,,,,,,,,,,,,,,,,,,"<img src=""ug-map-wallis_and_futuna.png"" />",UG::Oceania
wa>{k!2cXc,Akrotiri and Dhekelia,Akrotiri und Dekelia,Acrotiri y Dhekelia,Akrotiri et Dhekelia,Akrotiri og Dekelia,Overseas territory of the United Kingdom.,Britisches Überseegebiet.,Territorio de ultramar del Reino Unido.,Territoire britannique d'outre-mer.,Britisk oversjøisk territorium.,,,,,,,,,,,,,,,,,,,,,,"<img src=""ug-map-akrotiri_and_dhekelia.png"" />","UG::Asia, UG::Mediterranean, UG::Middle_East"
5JJ2]i)p4,Svalbard,Spitzbergen,Svalbard,Svalbard,Svalbard,Unincorporated internal area of Norway.,Gemeindefreies Gebiet von Norwegen.,Territorio dependiente de Noruega.,Territoire sous souveraineté norvégienne.,Norsk øygruppe.,,,,,,,,,,,,,,,,,,,,,,"<img src=""ug-map-svalbard.png"" />",UG::Europe
"s>f40rn,O]",Hawaii,Hawaii,Hawái,Hawaï,Hawaii,State of the United States.,Bundesstaat der Vereinigten Staaten.,Estado de los Estados Unidos.,État des États-Unis.,USAs delstat.,,,,,,,,,,,,,,,,,,,,,,"<img src=""ug-map-hawaii.png"" />",UG::Oceania
ssbyA9}]QP,Alaska,Alaska,Alaska,Alaska,Alaska,State of the United States.,Bundesstaat der Vereinigten Staaten.,Estado de los Estados Unidos.,État des États-Unis.,USAs delstat.,,,,,,,,,,,,,,,,,,,,,,"<img src=""ug-map-alaska.png"" />",UG::North_America
vKx<0Qa!aP,Bougainville,Bougainville,Bougainville,Bougainville,Bougainville,Autonomous region of Papua New Guinea.,Autonome Region von Papua-Neuguinea.,Región autónoma de Papúa Nueva Guinea.,Région autonome de Papouasie-Nouvelle-Guinée.,Selvstyrt region i Papua Ny-Guinea.,,,,,,,,,,,,,,,,,,,,,,"<img src=""ug-map-bougainville.png"" />",UG::Oceania
